id,ICO,COMPANY,HEADQUARTERS,DEGREE,FIRST_NAME,LAST_NAME,phone,location,street,city,country,postal_code
253,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Lillie,James,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
254,10920480,D&D Sorting s.r.o.,Hlavní město Praha,PaedDr.,Rose,Rioux,+420 353 360 611,Liberec I-Staré Město,Jablonecká,Karlovy Vary,Czechia,46001.0
255,27230031,"Libora & Partners, s.r.o.",Hlavní město Praha,PaedDr.,Jeremy,Mcclain,+420 353 360 611,Měchenice,M. J. Hurta,Karlovy Vary,Czechia,25206.0
256,17377269,Spolek Pekařka,Hlavní město Praha,PaedDr.,Charlotte,Gilbreath,+420 353 360 611,Libeň (Praha 8),Na vartě,Karlovy Vary,Czechia,18000.0
257,24273490,FUNKY PROJECT  s.r.o.,Hlavní město Praha,PaedDr.,Cory,Clark,+420 353 360 611,Holešovice (Praha 7),Osadní,Karlovy Vary,Czechia,17000.0
258,25454641,"Společenství vlastníků Ivana Olbrachta 2232, 2233, Ústí nad Labem",Hlavní město Praha,PaedDr.,Jon,Kelemen,+420 353 360 611,Ústí nad Labem-centrum,Ivana Olbrachta,Karlovy Vary,Czechia,40011.0
259,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Demetrius,Sanchez,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
260,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Sharon,Virgo,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
261,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Neil,Lewis,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
262,1577913,Ost-West IP Service s.r.o.,Hlavní město Praha,PaedDr.,James,West,+420 353 360 611,Libeň (Praha 8),Turnovská,Karlovy Vary,Czechia,18000.0
263,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Annie,Pullman,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
264,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Shayne,Farmer,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
265,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Frank,Krulik,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
266,28493621,"YARLYUB, družstvo v likvidaci",Hlavní město Praha,PaedDr.,Adam,Zeiner,+420 353 360 611,Nusle (Praha 4),Jaurisova,Karlovy Vary,Czechia,14000.0
267,5904005,IHKON s.r.o.,Hlavní město Praha,PaedDr.,Nancy,Perreault,+420 353 360 611,Chomutov,Lipská,Karlovy Vary,Czechia,43001.0
268,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Nancy,Gary,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
269,2991462,"Lendall Commerce, s.r.o.",Hlavní město Praha,PaedDr.,Angela,Shephard,+420 353 360 611,Nové Město (Praha 1),Jindřišská,Karlovy Vary,Czechia,11000.0
270,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Gail,Mejia,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
271,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Vincent,Yen,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
272,46962441,DULIA s.r.o.,Hlavní město Praha,PaedDr.,James,Schmidt,+420 353 360 611,Moravský Krumlov,Václavská,Karlovy Vary,Czechia,67201.0
273,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Gail,Greene,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
274,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Lyle,Weldon,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
275,25888617,"SATURN PLUS s.r.o., v likvidaci",Hlavní město Praha,PaedDr.,Gladys,Mcknight,+420 353 360 611,Cvikov II,Komenského,Karlovy Vary,Czechia,47154.0
276,6240593,SEPSafe s.r.o.,Hlavní město Praha,PaedDr.,Matthew,Woolsey,+420 353 360 611,Medlánky,Purkyňova,Karlovy Vary,Czechia,61200.0
277,9985824,SINCOM Holding a.s.,Hlavní město Praha,PaedDr.,Carma,Dixon,+420 353 360 611,Žižkov (Praha 3),Tovačovského,Karlovy Vary,Czechia,13000.0
278,5822858,Tour Italiano Praga s.r.o.,Hlavní město Praha,PaedDr.,Elvia,Daggett,+420 353 360 611,Žižkov (Praha 3),Na rovnosti,Karlovy Vary,Czechia,13000.0
279,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Kelli,Garth,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
280,25062689,"PRO - HOCKEY Cz.,s.r.o.",Hlavní město Praha,PaedDr.,Amber,Ulberg,+420 353 360 611,Libeň (Praha 9),Českomoravská,Karlovy Vary,Czechia,19000.0
281,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Thanh,Stender,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
282,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,James,Turk,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
283,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,David,Hutchison,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
284,16190904,BOST v.o.s.,Hlavní město Praha,PaedDr.,Larry,Guajardo,+420 353 360 611,Žižkov (Praha 3),Biskupcova,Karlovy Vary,Czechia,13000.0
285,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Walter,Plunkett,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
286,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Elizabeth,Patterson,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
287,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Rodney,Peck,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
288,15059065,BRYMARK s.r.o.,Hlavní město Praha,PaedDr.,Marion,Karge,+420 353 360 611,Havlíčkův Brod,Žižkova,Karlovy Vary,Czechia,58001.0
289,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Roy,Danz,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
290,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Dwayne,Dehn,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
291,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Lorine,Sullivan,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
292,29111323,RS - VD s.r.o.,Hlavní město Praha,PaedDr.,Sandra,Huber,+420 353 360 611,Vodňany I,Heritesova,Karlovy Vary,Czechia,38901.0
293,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Elsie,Stacy,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
294,6229191,Milan GRIM s.r.o.,Hlavní město Praha,PaedDr.,Marc,Brown,+420 353 360 611,Slavíkovice,Mlékařská,Karlovy Vary,Czechia,68301.0
295,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Luana,Hamill,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
296,25047744,I.P.C. International Project Coordination s.r.o.,Hlavní město Praha,PaedDr.,Bonnie,Brown,+420 353 360 611,Šumburk nad Desnou,Český Šumburk,Karlovy Vary,Czechia,46841.0
297,3630005,ATLANTIC SERVIS PRAHA s.r.o.,Hlavní město Praha,PaedDr.,Oswaldo,Gomez,+420 353 360 611,Libeň (Praha 9),Ocelářská,Karlovy Vary,Czechia,19000.0
298,49096338,Zanaba s.r.o.  v likvidaci,Hlavní město Praha,PaedDr.,Betty,Mowers,+420 353 360 611,Hostivař,náměstí Přátelství,Karlovy Vary,Czechia,10200.0
299,8921946,"M.L.O.K., z.s.",Hlavní město Praha,PaedDr.,Jean,Santos,+420 353 360 611,Mělník,Ostruhová,Karlovy Vary,Czechia,27601.0
300,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,John,Kautz,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
301,17242223,M8 s.r.o.,Hlavní město Praha,PaedDr.,Peggy,Williams,+420 353 360 611,Holešovice (Praha 7),Heřmanova,Karlovy Vary,Czechia,17000.0
302,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Gordon,Corbitt,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
303,29457301,ALESSA 248 s.r.o.,Hlavní město Praha,PaedDr.,Chauncey,Mccoy,+420 353 360 611,Moravská Ostrava,Poděbradova,Karlovy Vary,Czechia,70200.0
304,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Harold,Norrell,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
305,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Gordon,Elliott,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
306,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Mary,Williams,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
307,5244366,Portesan a.s.,Hlavní město Praha,PaedDr.,Herman,Leathers,+420 353 360 611,Staré Město,Anežská,Karlovy Vary,Czechia,11000.0
308,26758164,Společenství vlastníků domu Žižkova 2627-28,Hlavní město Praha,PaedDr.,Robert,Hollars,+420 353 360 611,Mělník,Žižkova,Karlovy Vary,Czechia,27601.0
309,6889361,REKOBYT & PLOT s.r.o.,Hlavní město Praha,PaedDr.,Judith,Wright,+420 353 360 611,Kaznějov,V Úvoze,Karlovy Vary,Czechia,33151.0
310,24185388,GALANTO GROUP s.r.o.,Hlavní město Praha,PaedDr.,Manuela,Pascua,+420 353 360 611,Libeň (Praha 8),Braunerova,Karlovy Vary,Czechia,18000.0
311,8720029,Spolek seniorů Na střelnici Krupka,Hlavní město Praha,PaedDr.,Raymond,Allen,+420 353 360 611,Bohosudov,Lípová,Karlovy Vary,Czechia,41742.0
312,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Javier,Colon,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
313,25513583,SONEA s.r.o.,Hlavní město Praha,PaedDr.,Lisa,Oneill,+420 353 360 611,Staré Brno,Veletržní,Karlovy Vary,Czechia,60300.0
314,26702461,"Společenství vlastníků jednotek domu Velké Valy čp. 1990 - 1991, Nymburk",Hlavní město Praha,PaedDr.,Modesto,Manfredi,+420 353 360 611,Nymburk,Velké Valy,Karlovy Vary,Czechia,28802.0
315,5590451,Gastro VŠE  s.r.o.,Hlavní město Praha,PaedDr.,Walter,Counter,+420 353 360 611,Braník,Údolní,Karlovy Vary,Czechia,14700.0
316,27594921,"Bohemia Trade, Czech republic s.r.o. ""v likvidaci""",Hlavní město Praha,PaedDr.,Dale,Lantrip,+420 353 360 611,Mariánské Hory,Boleslavova,Karlovy Vary,Czechia,70900.0
317,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Lisa,Green,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
318,8928819,"DAHLBERG, a.s.",Hlavní město Praha,PaedDr.,Virgil,Gibson,+420 353 360 611,Krč,Antala Staška,Karlovy Vary,Czechia,14000.0
319,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Barbara,Matthews,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
320,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Brittany,Pentz,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
321,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Yolanda,Berg,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
322,9356096,Zdravější krajina z.s.,Hlavní město Praha,PaedDr.,Silvia,Schnarr,+420 353 360 611,Nové Město (Praha 1),Příčná,Karlovy Vary,Czechia,11000.0
323,25960326,MOTOSLUŽBY CHRUDIM s.r.o.,Hlavní město Praha,PaedDr.,Lori,Chang,+420 353 360 611,Chrudim III,Na Ostrově,Karlovy Vary,Czechia,53701.0
324,27103838,DATRA s.r.o.,Hlavní město Praha,PaedDr.,Terry,Dierks,+420 353 360 611,Beroun-Závodí,Brožíkova,Karlovy Vary,Czechia,26601.0
325,29155479,ROZVOJ INTERNATIONAL s.r.o. v likvidaci,Hlavní město Praha,PaedDr.,Ashley,Boyd,+420 353 360 611,Stodůlky (Praha 13),Harmonická,Karlovy Vary,Czechia,15800.0
326,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Ruby,Vinson,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
327,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Annie,Mcbride,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
328,45801029,"I.O.B., spol. s r.o.",Hlavní město Praha,PaedDr.,Eugene,Whitfield,+420 353 360 611,Klíčany,U expertu,Karlovy Vary,Czechia,25069.0
329,27537862,Casalta s.r.o.,Hlavní město Praha,PaedDr.,Robert,Yates,+420 353 360 611,Nové Město (Praha 2),Trojická,Karlovy Vary,Czechia,12800.0
330,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Julia,Vang,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
331,22820701,Potravinová banka v Ústeckém kraji z.s.,Hlavní město Praha,PaedDr.,Henry,Gonzalez,+420 353 360 611,Předměstí,Na Vinici,Karlovy Vary,Czechia,41201.0
332,29369509,mpp mens production prostejov s.r.o.,Hlavní město Praha,PaedDr.,Derek,Reardon,+420 353 360 611,Prostějov,Olomoucká,Karlovy Vary,Czechia,79601.0
333,46885323,"PNP FURNITURE, spol. s r.o.",Hlavní město Praha,PaedDr.,Dustin,Singer,+420 353 360 611,Karlovy Vary,Krymská,Karlovy Vary,Czechia,36001.0
334,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Jeffrey,Clark,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
335,1399331,"iKredit Money, s.r.o.",Hlavní město Praha,PaedDr.,John,Blair,+420 353 360 611,Smíchov,Holečkova,Karlovy Vary,Czechia,15000.0
336,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Justin,Garcia,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
337,14302560,FD capital - SPV 7 s. r. o.,Hlavní město Praha,PaedDr.,Cammie,Madigan,+420 353 360 611,Holešovice (Praha 7),Dukelských hrdinů,Karlovy Vary,Czechia,17000.0
338,8312851,"BnD invest XV, s.r.o.",Hlavní město Praha,PaedDr.,Lisa,Brightwell,+420 353 360 611,Hrušky,U zbrojnice,Karlovy Vary,Czechia,69156.0
339,8680655,PIZZA NA VÝSLUNÍ s.r.o.,Hlavní město Praha,PaedDr.,Daniel,Gamble,+420 353 360 611,Brandýs nad Labem,Zápská,Karlovy Vary,Czechia,25001.0
340,26854384,H & V  TRADE CZ s. r. o.,Hlavní město Praha,PaedDr.,Jacqueline,Brown,+420 353 360 611,Šumperk,Žerotínova,Karlovy Vary,Czechia,78701.0
341,3512886,TONERSYP s.r.o.,Hlavní město Praha,PaedDr.,Myrtle,Leon,+420 353 360 611,Olomouc,Lafayettova,Karlovy Vary,Czechia,77900.0
342,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Paul,Humphreys,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
343,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Hershel,Taylor,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
344,9709932,Paletinos s.r.o.,Hlavní město Praha,PaedDr.,Steven,Westlie,+420 353 360 611,Smíchov,Radlická,Karlovy Vary,Czechia,15000.0
345,3486575,"Mohila Gastro,  s.r.o.",Hlavní město Praha,PaedDr.,Irene,Dubinsky,+420 353 360 611,Nové Město (Praha 2),Ladova,Karlovy Vary,Czechia,12800.0
346,5324165,"KYOCERA Document Solutions Czech, s.r.o.",Hlavní město Praha,PaedDr.,Mario,Keegan,+420 353 360 611,Libeň (Praha 9),Českomoravská,Karlovy Vary,Czechia,19000.0
347,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,George,Brodi,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
348,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Joseph,Bankhead,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
349,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Heather,Garhart,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
350,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Russell,Wu,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
351,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Jeanne,Weaver,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
352,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Roxann,Vandenbosch,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
353,14280191,Twenty-Two s.r.o.,Hlavní město Praha,PaedDr.,Ivan,Rowles,+420 353 360 611,Vinohrady (Praha 2),Lublaňská,Karlovy Vary,Czechia,12000.0
354,4393091,SmartlyNOW s.r.o.,Hlavní město Praha,PaedDr.,Justin,Bobrow,+420 353 360 611,Staré Město,Kaprova,Karlovy Vary,Czechia,11000.0
355,28534468,JAALAMA s.r.o.,Hlavní město Praha,PaedDr.,Greg,Belk,+420 353 360 611,Kročehlavy,Litevská,Karlovy Vary,Czechia,27201.0
356,17391831,WEEKEND TRAVEL s.r.o.,Hlavní město Praha,PaedDr.,Debbie,Cordle,+420 353 360 611,Veveří,Lidická,Karlovy Vary,Czechia,60200.0
357,1569830,MAXIMLED s.r.o. v likvidaci,Hlavní město Praha,PaedDr.,Mildred,Soto,+420 353 360 611,Černý Most,Ocelkova,Karlovy Vary,Czechia,19800.0
358,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Lauren,Bias,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
359,10678522,Peradifasa s.r.o.,Hlavní město Praha,PaedDr.,James,Deems,+420 353 360 611,Uhříněves,Přátelství,Karlovy Vary,Czechia,10400.0
360,26635755,SK ARTEGO z.s.,Hlavní město Praha,PaedDr.,Randy,Jordan,+420 353 360 611,Stará Boleslav,Mělnická,Karlovy Vary,Czechia,25001.0
361,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Jason,Edrington,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
362,11723416,FOX Center s.r.o.,Hlavní město Praha,PaedDr.,Sandra,Campbell,+420 353 360 611,Libeň (Praha 8),Primátorská,Karlovy Vary,Czechia,18000.0
363,6845631,ETÁŽ klub s.r.o.,Hlavní město Praha,PaedDr.,Diane,Thill,+420 353 360 611,Bolatice,1. máje,Karlovy Vary,Czechia,74723.0
364,26899663,"""Společenství vlastníků domu v Mikulově, Dukelská 1310/7""",Hlavní město Praha,PaedDr.,Mary,Ross,+420 353 360 611,Mikulov,Dukelská,Karlovy Vary,Czechia,69201.0
365,8300046,Konbalds s.r.o.,Hlavní město Praha,PaedDr.,Miranda,James,+420 353 360 611,Vinohrady (Praha 2),Varšavská,Karlovy Vary,Czechia,12000.0
366,17316081,EmporiaPro s.r.o.,Hlavní město Praha,PaedDr.,Jennifer,Neff,+420 353 360 611,Ústí nad Labem-centrum,Čajkovského,Karlovy Vary,Czechia,40001.0
367,43463045,"Dělnická tělovýchovná jednota Trutnov, z. s.",Hlavní město Praha,PaedDr.,Sherman,Miller,+420 353 360 611,Studenec,K Běluňce,Karlovy Vary,Czechia,54101.0
368,1959824,KaBrňáci Dragon Boat Team o.s.,Hlavní město Praha,PaedDr.,Sarah,Prince,+420 353 360 611,Líšeň,Molákova,Karlovy Vary,Czechia,62800.0
369,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Elizabeth,Harbin,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
370,11951834,Společenství vlastníků jednotek pro Bytový dům REZIDENCE PECHÁČKOVA A na pozemcích par. č. 2176/686 (k.ú. Skvrňany) a par. č. 1446/13 (k.ú. Křimice),Hlavní město Praha,PaedDr.,Christopher,Hutchinson,+420 353 360 611,Skvrňany,Pecháčkova,Karlovy Vary,Czechia,31800.0
371,9732161,Nové Lazce s.r.o.,Hlavní město Praha,PaedDr.,Vincent,Rossi,+420 353 360 611,Kravaře,U Hranic,Karlovy Vary,Czechia,74721.0
372,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Malika,Crowder,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
373,9270442,"Rota E-Sport, z.s.",Hlavní město Praha,PaedDr.,Nancy,Anderson,+420 353 360 611,Český Těšín,Dlouhá,Karlovy Vary,Czechia,73701.0
374,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Miranda,Wescott,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
375,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Andrew,Combs,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
376,26754266,"Společenství vlastníků jednotek domu č.p. 1183, 1184 ve Vlašimi",Hlavní město Praha,PaedDr.,Stacey,Schaffer,+420 353 360 611,Vlašim,Družstevní,Karlovy Vary,Czechia,25801.0
377,3185699,JUNOSEL s.r.o.,Hlavní město Praha,PaedDr.,Dorothy,Chevez,+420 353 360 611,Brno-město,náměstí Svobody,Karlovy Vary,Czechia,60200.0
378,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Virgil,Farnsworth,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
379,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Olga,Poole,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
380,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Ruben,Hannasch,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
381,26205424,Pražské betonpumpy a doprava  s.r.o.,Hlavní město Praha,PaedDr.,Marie,Schwendemann,+420 353 360 611,Libeň (Praha 8),Koželužská,Karlovy Vary,Czechia,18000.0
